
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-02-20 13:40:21,391 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-02-20 13:40:21,391 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 4070, MFU will show as 0%
GPU: NVIDIA GeForce RTX 4070 | Peak FLOPS (BF16): inf
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
num_layers: 24
model_dim: 1152 (base: 1152, nudge: +0)
num_heads: 9
head_dim: 128
num_kv_heads: 9
Tokens / micro-batch / rank: 1 x 2048 = 2,048
Tokens / micro-batch: 2,048
Total batch size 16,384 => gradient accumulation steps: 8
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.200000 to 0.050000 for depth 24
Gradient checkpointing enabled (activation recomputation in backward)
Parameter counts:
wte                     : 37,748,736
value_embeds            : 452,984,832
lm_head                 : 37,748,736
transformer_matrices    : 382,209,408
scalars                 : 48
total                   : 910,691,760
Estimated FLOPs per token: 3.199226e+09
Calculated number of iterations from target data:param ratio: 615,173
Total number of training tokens: 10,078,994,432
Tokens : Scaling params ratio: 24.00
Total training FLOPs estimate: 3.224498e+19
Model torch.compile disabled by NANOCHAT_COMPILE_MODEL=0
Scaling the LR for the AdamW parameters ∝1/√(1152/768) = 0.816497
Step 00000 | Validation bpb: 3.180742
step 00000/615173 (0.00%) | loss: 10.398252 | lrm: 0.00 | dt: 5320.28ms | tok/sec: 3,079 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00001/615173 (0.00%) | loss: 10.398836 | lrm: 0.00 | dt: 2398.61ms | tok/sec: 6,830 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00002/615173 (0.00%) | loss: 10.398459 | lrm: 0.00 | dt: 2292.27ms | tok/sec: 7,147 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00003/615173 (0.00%) | loss: 10.398110 | lrm: 0.00 | dt: 2293.83ms | tok/sec: 7,142 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00004/615173 (0.00%) | loss: 10.397662 | lrm: 0.00 | dt: 2298.36ms | tok/sec: 7,128 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00005/615173 (0.00%) | loss: 10.397654 | lrm: 0.00 | dt: 2359.13ms | tok/sec: 6,944 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00006/615173 (0.00%) | loss: 10.397567 | lrm: 0.00 | dt: 2350.81ms | tok/sec: 6,969 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00007/615173 (0.00%) | loss: 10.397601 | lrm: 0.00 | dt: 2337.46ms | tok/sec: 7,009 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00008/615173 (0.00%) | loss: 10.397580 | lrm: 0.00 | dt: 2322.39ms | tok/sec: 7,054 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00009/615173 (0.00%) | loss: 10.397480 | lrm: 0.00 | dt: 2331.13ms | tok/sec: 7,028 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00010/615173 (0.00%) | loss: 10.397365 | lrm: 0.00 | dt: 2310.94ms | tok/sec: 7,089 | mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00066/615173 (0.01%) | loss: 10.380739 | lrm: 0.01 | dt: 2328.61ms | tok/sec: 7,035 | mfu: 0.00 | epoch: 1 | total time: 2.17m | eta: 23822.6m
step 00067/615173 (0.01%) | loss: 10.380155 | lrm: 0.01 | dt: 2313.50ms | tok/sec: 7,081 | mfu: 0.00 | epoch: 1 | total time: 2.21m | eta: 23820.7m
step 00068/615173 (0.01%) | loss: 10.379399 | lrm: 0.01 | dt: 2316.56ms | tok/sec: 7,072 | mfu: 0.00 | epoch: 1 | total time: 2.25m | eta: 23819.4m
step 00069/615173 (0.01%) | loss: 10.378588 | lrm: 0.01 | dt: 2311.25ms | tok/sec: 7,088 | mfu: 0.00 | epoch: 1 | total time: 2.28m | eta: 23817.2m
step 00070/615173 (0.01%) | loss: 10.378043 | lrm: 0.01 | dt: 2306.74ms | tok/sec: 7,102 | mfu: 0.00 | epoch: 1 | total time: 2.32m | eta: 23814.4m
step 00071/615173 (0.01%) | loss: 10.376972 | lrm: 0.01 | dt: 2308.07ms | tok/sec: 7,098 | mfu: 0.00 | epoch: 1 | total time: 2.36m | eta: 23811.8m
step 00072/615173 (0.01%) | loss: 10.376565 | lrm: 0.01 | dt: 2308.55ms | tok/sec: 7,097 | mfu: 0.00 | epoch: 1 | total time: 2.40m | eta: 23809.5m
step 00073/615173 (0.01%) | loss: 10.376229 | lrm: 0.01 | dt: 2308.88ms | tok/sec: 7,096 | mfu: 0.00 | epoch: 1 | total time: 2.44m | eta: 23807.2m
step 00074/615173 (0.01%) | loss: 10.375875 | lrm: 0.01 | dt: 2365.00ms | tok/sec: 6,927 | mfu: 0.00 | epoch: 1 | total time: 2.48m | eta: 23814.0m
step 00075/615173 (0.01%) | loss: 10.374844 | lrm: 0.01 | dt: 2381.54ms | tok/sec: 6,879 | mfu: 0.00 | epoch: 1 | total time: 2.52m | eta: 23823.2m
step 00076/615173 (0.01%) | loss: 10.374211 | lrm: 0.01 | dt: 2347.29ms | tok/sec: 6,979 | mfu: 0.00 | epoch: 1 | total time: 2.56m | eta: 23826.8m
step 00077/615173 (0.01%) | loss: 10.373287 | lrm: 0.01 | dt: 2338.13ms | tok/sec: 7,007 | mfu: 0.00 | epoch: 1 | total time: 2.60m | eta: 23828.9m
step 00078/615173 (0.01%) | loss: 10.372376 | lrm: 0.01 | dt: 2327.10ms | tok/sec: 7,040 | mfu: 0.00 | epoch: 1 | total time: 2.63m | eta: 23829.3m
step 00079/615173 (0.01%) | loss: 10.371607 | lrm: 0.01 | dt: 2322.79ms | tok/sec: 7,053 | mfu: 0.00 | epoch: 1 | total time: 2.67m | eta: 23829.0m
step 00080/615173 (0.01%) | loss: 10.370670 | lrm: 0.01 | dt: 2317.28ms | tok/sec: 7,070 | mfu: 0.00 | epoch: 1 | total time: 2.71m | eta: 23827.9m
step 00081/615173 (0.01%) | loss: 10.370059 | lrm: 0.01 | dt: 2341.23ms | tok/sec: 6,998 | mfu: 0.00 | epoch: 1 | total time: 2.75m | eta: 23830.3m
step 00082/615173 (0.01%) | loss: 10.369035 | lrm: 0.01 | dt: 2312.21ms | tok/sec: 7,085 | mfu: 0.00 | epoch: 1 | total time: 2.79m | eta: 23828.5m
step 00083/615173 (0.01%) | loss: 10.367396 | lrm: 0.01 | dt: 2315.67ms | tok/sec: 7,075 | mfu: 0.00 | epoch: 1 | total time: 2.83m | eta: 23827.2m
step 00084/615173 (0.01%) | loss: 10.366846 | lrm: 0.01 | dt: 2308.48ms | tok/sec: 7,097 | mfu: 0.00 | epoch: 1 | total time: 2.87m | eta: 23825.0m
step 00085/615173 (0.01%) | loss: 10.366149 | lrm: 0.01 | dt: 2308.32ms | tok/sec: 7,097 | mfu: 0.00 | epoch: 1 | total time: 2.90m | eta: 23822.8m
step 00086/615173 (0.01%) | loss: 10.364949 | lrm: 0.01 | dt: 2307.15ms | tok/sec: 7,101 | mfu: 0.00 | epoch: 1 | total time: 2.94m | eta: 23820.5m
step 00087/615173 (0.01%) | loss: 10.363505 | lrm: 0.01 | dt: 2309.55ms | tok/sec: 7,094 | mfu: 0.00 | epoch: 1 | total time: 2.98m | eta: 23818.6m
step 00088/615173 (0.01%) | loss: 10.363521 | lrm: 0.01 | dt: 2372.63ms | tok/sec: 6,905 | mfu: 0.00 | epoch: 1 | total time: 3.02m | eta: 23825.0m
step 00089/615173 (0.01%) | loss: 10.361932 | lrm: 0.01 | dt: 2361.68ms | tok/sec: 6,937 | mfu: 0.00 | epoch: 1 | total time: 3.06m | eta: 23829.9m
step 00090/615173 (0.01%) | loss: 10.361259 | lrm: 0.01 | dt: 2343.18ms | tok/sec: 6,992 | mfu: 0.00 | epoch: 1 | total time: 3.10m | eta: 23832.2m
step 00091/615173 (0.01%) | loss: 10.360320 | lrm: 0.01 | dt: 2331.82ms | tok/sec: 7,026 | mfu: 0.00 | epoch: 1 | total time: 3.14m | eta: 23833.1m
step 00092/615173 (0.01%) | loss: 10.360708 | lrm: 0.02 | dt: 2328.52ms | tok/sec: 7,036 | mfu: 0.00 | epoch: 1 | total time: 3.18m | eta: 23833.5m
step 00093/615173 (0.02%) | loss: 10.359347 | lrm: 0.02 | dt: 2322.13ms | tok/sec: 7,055 | mfu: 0.00 | epoch: 1 | total time: 3.22m | eta: 23833.1m
step 00094/615173 (0.02%) | loss: 10.358076 | lrm: 0.02 | dt: 2318.01ms | tok/sec: 7,068 | mfu: 0.00 | epoch: 1 | total time: 3.25m | eta: 23832.2m
step 00095/615173 (0.02%) | loss: 10.356897 | lrm: 0.02 | dt: 2332.55ms | tok/sec: 7,024 | mfu: 0.00 | epoch: 1 | total time: 3.29m | eta: 23833.1m
step 00096/615173 (0.02%) | loss: 10.355769 | lrm: 0.02 | dt: 2314.07ms | tok/sec: 7,080 | mfu: 0.00 | epoch: 1 | total time: 3.33m | eta: 23831.8m
step 00097/615173 (0.02%) | loss: 10.354813 | lrm: 0.02 | dt: 2311.28ms | tok/sec: 7,088 | mfu: 0.00 | epoch: 1 | total time: 3.37m | eta: 23830.2m
step 00098/615173 (0.02%) | loss: 10.354295 | lrm: 0.02 | dt: 2309.84ms | tok/sec: 7,093 | mfu: 0.00 | epoch: 1 | total time: 3.41m | eta: 23828.4m
step 00099/615173 (0.02%) | loss: 10.352945 | lrm: 0.02 | dt: 2309.23ms | tok/sec: 7,095 | mfu: 0.00 | epoch: 1 | total time: 3.45m | eta: 23826.6m
step 00100/615173 (0.02%) | loss: 10.352023 | lrm: 0.02 | dt: 2307.76ms | tok/sec: 7,099 | mfu: 0.00 | epoch: 1 | total time: 3.49m | eta: 23824.7m
step 00101/615173 (0.02%) | loss: 10.350228 | lrm: 0.02 | dt: 2326.16ms | tok/sec: 7,043 | mfu: 0.00 | epoch: 1 | total time: 3.52m | eta: 23824.9m
step 00102/615173 (0.02%) | loss: 10.349034 | lrm: 0.02 | dt: 2371.37ms | tok/sec: 6,909 | mfu: 0.00 | epoch: 1 | total time: 3.56m | eta: 23830.1m
step 00103/615173 (0.02%) | loss: 10.348666 | lrm: 0.02 | dt: 2352.47ms | tok/sec: 6,964 | mfu: 0.00 | epoch: 1 | total time: 3.60m | eta: 23833.2m
step 00104/615173 (0.02%) | loss: 10.347188 | lrm: 0.02 | dt: 2347.01ms | tok/sec: 6,980 | mfu: 0.00 | epoch: 1 | total time: 3.64m | eta: 23835.5m
step 00105/615173 (0.02%) | loss: 10.344879 | lrm: 0.02 | dt: 2332.30ms | tok/sec: 7,024 | mfu: 0.00 | epoch: 1 | total time: 3.68m | eta: 23836.3m
step 00106/615173 (0.02%) | loss: 10.343796 | lrm: 0.02 | dt: 2324.33ms | tok/sec: 7,048 | mfu: 0.00 | epoch: 1 | total time: 3.72m | eta: 23836.1m
step 00107/615173 (0.02%) | loss: 10.343266 | lrm: 0.02 | dt: 2322.69ms | tok/sec: 7,053 | mfu: 0.00 | epoch: 1 | total time: 3.76m | eta: 23835.8m
step 00108/615173 (0.02%) | loss: 10.341937 | lrm: 0.02 | dt: 2316.30ms | tok/sec: 7,073 | mfu: 0.00 | epoch: 1 | total time: 3.80m | eta: 23834.9m
step 00109/615173 (0.02%) | loss: 10.340297 | lrm: 0.02 | dt: 2313.46ms | tok/sec: 7,082 | mfu: 0.00 | epoch: 1 | total time: 3.84m | eta: 23833.6m
step 00110/615173 (0.02%) | loss: 10.337472 | lrm: 0.02 | dt: 2313.17ms | tok/sec: 7,082 | mfu: 0.00 | epoch: 1 | total time: 3.87m | eta: 23832.4m
step 00111/615173 (0.02%) | loss: 10.335798 | lrm: 0.02 | dt: 2309.66ms | tok/sec: 7,093 | mfu: 0.00 | epoch: 1 | total time: 3.91m | eta: 23830.8m
